epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
57,2272.56,0.55065,0.33438,0.93284,0.99613,1,0.995,0.90069,0.54725,0.27541,0.92748,0.000636762,0.000636762,0.000636762
58,2310.73,0.55237,0.34243,0.93643,0.99348,1,0.995,0.88148,0.55947,0.2757,0.92777,0.000622615,0.000622615,0.000622615
59,2348.58,0.53472,0.33915,0.93271,0.99187,1,0.995,0.88394,0.54993,0.27934,0.92872,0.000608468,0.000608468,0.000608468
60,2386.86,0.52037,0.3214,0.9186,0.99668,1,0.995,0.88933,0.53542,0.26152,0.91478,0.000594321,0.000594321,0.000594321
61,2424.79,0.52394,0.3298,0.93549,0.99614,1,0.995,0.88426,0.53789,0.27752,0.93759,0.000580174,0.000580174,0.000580174
62,2465.83,0.53162,0.32934,0.93548,0.99579,1,0.995,0.87879,0.57091,0.27959,0.93209,0.000566027,0.000566027,0.000566027
63,2504.39,0.52456,0.32101,0.92844,0.99312,1,0.995,0.90278,0.51478,0.30446,0.89949,0.00055188,0.00055188,0.00055188
64,2544.64,0.51933,0.32829,0.92696,0.99603,1,0.995,0.89814,0.53977,0.27175,0.91447,0.000537733,0.000537733,0.000537733
65,2582.71,0.52218,0.32532,0.92474,0.99499,1,0.995,0.8963,0.52107,0.26911,0.9049,0.000523586,0.000523586,0.000523586
66,2621.71,0.51309,0.32321,0.92072,0.99551,1,0.995,0.87441,0.563,0.26472,0.92052,0.000509438,0.000509438,0.000509438
67,2660.28,0.5127,0.32158,0.91831,0.99369,1,0.995,0.87708,0.5774,0.26929,0.93401,0.000495291,0.000495291,0.000495291
68,2698.88,0.50141,0.32174,0.92057,0.99627,1,0.995,0.88654,0.53584,0.25673,0.91665,0.000481144,0.000481144,0.000481144
69,2739.61,0.49137,0.31379,0.91978,0.99605,1,0.995,0.88848,0.53829,0.26608,0.91978,0.000466997,0.000466997,0.000466997
70,2778.54,0.50226,0.31322,0.92463,0.99639,1,0.995,0.89563,0.52284,0.264,0.90845,0.00045285,0.00045285,0.00045285
71,2816.73,0.49245,0.30437,0.91176,0.99642,1,0.995,0.90248,0.51975,0.25374,0.90663,0.000438703,0.000438703,0.000438703
72,2855.38,0.49999,0.31391,0.91693,0.99637,1,0.995,0.89642,0.51784,0.2521,0.91457,0.000424556,0.000424556,0.000424556
73,2893.86,0.48901,0.30242,0.91518,0.99594,1,0.995,0.90142,0.52713,0.25644,0.91474,0.000410409,0.000410409,0.000410409
74,2931.49,0.48223,0.30096,0.91333,0.9963,1,0.995,0.89994,0.54178,0.2535,0.92305,0.000396262,0.000396262,0.000396262
75,2970.67,0.48586,0.2996,0.90957,0.9966,1,0.995,0.90206,0.52169,0.236,0.90947,0.000382115,0.000382115,0.000382115
76,3010.27,0.47925,0.29789,0.9124,0.99665,1,0.995,0.90507,0.52619,0.25396,0.91688,0.000367967,0.000367967,0.000367967
77,3051.42,0.47822,0.2942,0.90991,0.99672,1,0.995,0.8976,0.5327,0.24419,0.91753,0.00035382,0.00035382,0.00035382
78,3089.09,0.46778,0.2898,0.90559,0.99589,1,0.995,0.87959,0.54903,0.26275,0.93342,0.000339673,0.000339673,0.000339673
79,3128.35,0.46706,0.28988,0.90605,0.99605,1,0.995,0.89191,0.53192,0.24993,0.92719,0.000325526,0.000325526,0.000325526
80,3166.53,0.46878,0.28273,0.90512,0.99648,1,0.995,0.89725,0.51913,0.24806,0.91843,0.000311379,0.000311379,0.000311379
81,3209.59,0.46474,0.28262,0.90796,0.98989,1,0.995,0.89403,0.51941,0.24019,0.9184,0.000297232,0.000297232,0.000297232
82,3249.8,0.46261,0.2815,0.90522,0.99648,1,0.995,0.88397,0.5553,0.25723,0.92935,0.000283085,0.000283085,0.000283085
83,3289.49,0.46066,0.278,0.90035,0.99613,1,0.995,0.89791,0.50169,0.24054,0.90331,0.000268938,0.000268938,0.000268938
84,3328.29,0.45455,0.27875,0.89587,0.9963,1,0.995,0.88646,0.55143,0.26658,0.92894,0.000254791,0.000254791,0.000254791
85,3367.42,0.44547,0.27147,0.8977,0.99676,1,0.995,0.89866,0.52962,0.25152,0.9225,0.000240644,0.000240644,0.000240644
