epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
56,726.834,0.524,0.38597,0.95044,0.98093,0.99048,0.99341,0.87469,0.50521,0.27112,0.91111,0.000650909,0.000650909,0.000650909
57,739.635,0.55416,0.39923,0.9662,0.96655,0.98095,0.99052,0.88015,0.5007,0.28718,0.91681,0.000636762,0.000636762,0.000636762
58,752.542,0.54226,0.39774,0.95565,0.98543,0.97813,0.99364,0.87785,0.51618,0.26044,0.91055,0.000622615,0.000622615,0.000622615
59,765.325,0.54283,0.38543,0.96181,0.96435,0.98476,0.99071,0.88498,0.49658,0.30205,0.91386,0.000608468,0.000608468,0.000608468
60,778.21,0.539,0.38367,0.95378,0.97797,0.99048,0.99389,0.89293,0.49519,0.26225,0.91258,0.000594321,0.000594321,0.000594321
61,791.139,0.542,0.38709,0.96001,0.98147,0.97566,0.9941,0.883,0.49557,0.26109,0.91172,0.000580174,0.000580174,0.000580174
62,803.973,0.53713,0.37252,0.95404,0.97,0.99048,0.99322,0.8916,0.47652,0.26561,0.91114,0.000566027,0.000566027,0.000566027
63,816.766,0.54779,0.39018,0.95954,0.98494,0.98036,0.99264,0.88616,0.51202,0.28873,0.91848,0.00055188,0.00055188,0.00055188
64,829.684,0.54473,0.38189,0.95301,0.91303,0.99048,0.98913,0.89177,0.47845,0.30531,0.91712,0.000537733,0.000537733,0.000537733
65,842.478,0.53182,0.3756,0.95648,0.9932,0.97454,0.99464,0.89766,0.47475,0.24426,0.9004,0.000523586,0.000523586,0.000523586
66,855.467,0.51377,0.35598,0.94316,0.98357,0.97359,0.99374,0.87842,0.52028,0.27107,0.91389,0.000509438,0.000509438,0.000509438
67,868.291,0.52029,0.36664,0.9538,0.99227,0.97515,0.99447,0.88798,0.49771,0.25781,0.9117,0.000495291,0.000495291,0.000495291
68,881.224,0.50359,0.35104,0.94429,0.98086,0.99048,0.99417,0.88012,0.49082,0.23866,0.90252,0.000481144,0.000481144,0.000481144
69,894.076,0.49877,0.34183,0.94042,0.96078,0.99048,0.99321,0.90313,0.46972,0.24904,0.89666,0.000466997,0.000466997,0.000466997
70,907.082,0.52302,0.37255,0.94999,0.96012,0.99048,0.99189,0.88832,0.48102,0.2509,0.90918,0.00045285,0.00045285,0.00045285
71,919.861,0.50914,0.34678,0.9407,0.96135,0.99048,0.9928,0.89514,0.46304,0.24272,0.89769,0.000438703,0.000438703,0.000438703
72,932.67,0.5183,0.36392,0.94634,0.98098,0.99048,0.99327,0.8971,0.46776,0.24175,0.90775,0.000424556,0.000424556,0.000424556
73,945.389,0.50108,0.3435,0.94555,0.98959,0.97143,0.99321,0.88883,0.48147,0.24409,0.90422,0.000410409,0.000410409,0.000410409
